case_number|case_status|employer_name|job_title|soc_code|full_time_position|begin_date|end_date|total_worker_positions|new_employment|continued_employment|new_concurrent_employment|change_previous_employment|change_employer|amended_petition|employer_address1|employer_address2|employer_city|employer_state|employer_poc_last_name|employer_poc_first_name|employer_poc_job_title|secondary_entity_business_name|worksite_address1|worksite_address2|worksite_city|worksite_state|h_1b_dependent|willful_violator|prevailing_wage|employer_phone|employer_phone_ext|employer_poc_phone|employer_poc_phone_ext|employer_poc_email|h_1b_dependent
I-200-25259-311893|Certified|Cisco Systems Inc|Leader, Software Engineering|15-1252.00|Y|2026-03-15|2029-03-14|15|3|3|0|3|3|3|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||500 Terry A Francois Blvd||San Francisco|CA|No|No|$187,574.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25261-319009|Certified|Cisco Systems Inc|Software QA Engineer|15-1253.00|Y|2026-03-15|2029-03-14|10|2|2|0|2|2|2|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||300 Beaver Brook Road||Boxborough|MA|No|No|$99,299.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25255-304477|Certified|CGI Technologies and Solutions Inc|Software Developer|15-1252.00|Y|2026-03-14|2029-03-13|50|10|20|0|10|0|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead||538 Cajundome Blvd||Lafayette|LA|No|No|$83,262.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25321-411976|Certified|Palo Alto Networks Inc|Manager Support Delivery Partners|15-1244.00|Y|2026-03-14|2029-03-13|25|5|5|0|5|5|5|3000 Tannery Way||Santa Clara|CA|Jones|Kelly|Sr. Mgr, Immigration & Global Mob.||3901 Dallas Pkwy||Plano|TX|No|No|$127,379.00 |14087534000||14087534000||globalmobility@paloaltonetworks.com|No
I-200-25254-301592|Certified|CGI Technologies and Solutions Inc|Software Developer|15-1252.00|Y|2026-03-13|2029-03-12|50|10|20|0|10|0|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead||1900 International Park Drive|Suite 400|Birmingham|AL|No|No|$114,525.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25342-466639|Certified|Sandisk Technologies Inc|Director, Firmware Verification Engineering|15-1253.00|Y|2026-03-13|2029-03-12|25|5|5|0|5|5|5|951 Sandisk Drive||Milpitas|CA|Pham|Ha|Specialist 2, Global Mobility||951 SanDisk Drive||Milpitas|CA|No|No|$201,053.00 |14088010769||14088010769||marina.pham@sandisk.com|No
I-200-25265-326400|Certified|Conduent Business Services LLC|IT Architecture Engineer III|15-1241.00|Y|2026-03-12|2029-03-11|1|1|0|0|0|0|0|780 Shiloh Road||Plano|TX|Childers|Meredith|Director, Assistant General Counsel||1400 Golden Horseshoe Cir|Apt H|Morrisville|NC|No|No|$100,568.00 |18013523568||19858197237||meredith.childers@conduent.com|No
I-200-25253-298487|Certified|Microsoft Corporation|Software Engineering|15-1252.00|Y|2026-03-12|2029-03-11|1|1|0|0|0|0|0|1 Microsoft Way|N/A|Redmond|WA|Covington|Lee Mary|Business Program Manager||One Microsoft Way||Redmond|WA|No|No|$212,202.00 |14258828080||14258828080||PAF@MICROSOFT.COM|No
I-200-25261-317339|Certified|ServiceNow Inc|Software Engineer|15-1252.00|Y|2026-03-12|2029-03-11|20|4|4|0|4|4|4|2225 Lawson Lane||Santa Clara|CA|Contreras / Valagohar|Sergio / Mandana|Sr Global Mobility Manager/Sr Global Mobility Specialist||4810 Eastgate Mall||San Diego|CA|No|No|$130,187.00 |14085018550||18587200477||globalmobility@servicenow.com|No
I-200-25253-298252|Certified|CGI Technologies and Solutions Inc|Software Quality/Test Engineer|15-1253.00|Y|2026-03-11|2029-03-10|50|10|20|0|10|0|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead|PNC Financial Services|620 Liberty Ave||Pittsburgh|PA|No|No|$72,696.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25253-298289|Certified|CGI Technologies and Solutions Inc|Software Architect|15-1299.08|Y|2026-03-11|2029-03-10|50|10|20|0|10|0|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead|Shell USA Inc|150 N. Dairy Ashford||Houston|TX|No|No|$108,243.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25253-298278|Certified|CGI Technologies and Solutions Inc|Software Developer|15-1252.00|Y|2026-03-11|2029-03-10|50|10|20|0|10|0|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead||5000 CentreGreen Way|Suite 175|Cary|NC|No|No|$113,547.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25253-298272|Certified|CGI Technologies and Solutions Inc|Software Developer|15-1252.00|Y|2026-03-11|2029-03-10|50|10|20|0|10|0|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead||538 Cajundome BLVD||Lafayette|LA|No|No|$83,262.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25253-298263|Certified|CGI Technologies and Solutions Inc|Software Engineer|15-1252.00|Y|2026-03-11|2029-03-10|50|10|20|0|10|0|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead||5575 DTC Pkwy|Suite 135|Greenwood Village|CO|No|No|$120,536.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25252-295222|Certified|CGI Technologies and Solutions Inc|Software Developer|15-1252.00|Y|2026-03-11|2029-03-10|50|10|20|0|10|0|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead||538 Cajundome Blvd||Lafayette|LA|No|No|$83,262.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25259-313063|Certified|Cisco Systems Inc|Engineering Program Manager|15-1299.09|Y|2026-03-11|2029-03-10|15|3|3|0|3|3|3|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||12515 Research Blvd.||Austin|TX|No|No|$119,933.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25255-305901|Certified|Cisco Systems Inc|Software Engineer|15-1252.00|Y|2026-03-11|2029-03-10|25|5|5|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||7100-9 Kit Creek Rd||Morrisville|NC|No|No|$135,408.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25255-305453|Certified|Cisco Systems Inc|Site Reliability Engineer|15-1252.00|Y|2026-03-11|2029-03-10|15|3|3|0|3|3|3|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||2300 East President George Bush Highway||Richardson|TX|No|No|$134,971.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25265-323961|Certified|Microsoft Corporation|Software Engineering|15-1252.00|Y|2026-03-11|2029-03-10|1|1|0|0|0|0|0|1 Microsoft Way|N/A|Redmond|WA|Covington|Lee Mary|Business Program Manager||1905 CONCORD BLVD|Apt 446|CONCORD|CA|No|No|$213,512.00 |14258828080||14258828080||PAF@MICROSOFT.COM|No
I-200-25251-292406|Certified|CGI Technologies and Solutions Inc|Software Developer|15-1252.00|Y|2026-03-10|2029-03-09|50|10|10|0|20|0|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead|PNC Financial Services|620 Liberty Ave||Pittsburgh|PA|No|No|$119,475.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25251-292461|Certified|CGI Technologies and Solutions Inc|Business Systems Analyst|15-1252.00|Y|2026-03-10|2029-03-09|50|10|20|0|10|0|10|11325 Random Hills Road||Fairfax|VA|Grant|Tamara|U.S. Immigration Lead|PNC Financial Services|8100 Mohawk Drive||Strongsville|OH|No|No|$92,206.00 |17032678000||12032126527||tamara.grant@cgi.com|No
I-200-25254-302665|Certified|Cisco Systems Inc|Project Manager|15-1299.09|Y|2026-03-10|2029-03-09|25|5|5|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||3625 Cisco Way||San Jose|CA|No|No|$131,371.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25254-302650|Certified|Cisco Systems Inc|Software Engineer|15-1252.00|Y|2026-03-10|2029-03-09|10|2|2|0|2|2|2|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||433 W Van Buren St|7th Floor|Chicago|IL|No|No|$108,077.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25258-308831|Certified|Cisco Systems Inc|Customer Delivery Engineering Technical Leader|15-1244.00|Y|2026-03-10|2029-03-09|10|2|2|0|2|2|2|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||2901 3rd Ave||Seattle|WA|No|No|$115,440.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25255-305451|Certified|Cisco Systems Inc|Software QA Engineer|15-1253.00|Y|2026-03-10|2029-03-09|25|5|5|0|5|5|5|170 West Tasman Drive||San Jose|CA|Le / Cho-Vera / DSouza|Lyna / Becky / Kyle|Mobility Cons., Imm. Mgr / Mob. Spc. / Mob. Cons., Imm. Ldr.||500 Terry A Francois Blvd||San Francisco|CA|No|No|$138,445.00 |14085264000||14085264000||kdsc@cisco.com|No
I-200-25322-418591|Certified|Fermi Forward Discovery Group LLC|Software Developer I|15-1295.00|Y|2026-03-10|2029-03-09|1|1|0|0|0|0|0|Fermilab, Wilson St & Kirk Road||Batavia|IL|Stanley|Valery|Immigration Specialist, Sr.||Fermilab, Wilson St & Kirk Rd||Batavia|IL|No|No|$74,152.00 |16308403000||16308403933||vstanley@fnal.gov|No
I-200-25322-418612|Certified|Fermi Forward Discovery Group LLC|Software Developer I|15-1295.00|N|2026-03-10|2029-03-09|1|1|0|0|0|0|0|Fermilab, Wilson St & Kirk Road||Batavia|IL|Stanley|Valery|Immigration Specialist, Sr.||Fermilab, Wilson St & Kirk Rd||Batavia|IL|No|No|$35.65 |16308403000||16308403933||vstanley@fnal.gov|No
I-200-25251-292177|Certified|Microsoft Corporation|Software Engineering|15-1252.00|Y|2026-03-10|2029-03-09|1|1|0|0|0|0|0|1 Microsoft Way|N/A|Redmond|WA|Covington|Lee Mary|Business Program Manager||One Microsoft Way||Redmond|WA|No|No|$180,710.00 |14258828080||14258828080||PAF@MICROSOFT.COM|No
I-200-25315-395877|Certified|ServiceNow Inc|Staff Software Engineer|15-1252.00|Y|2026-03-08|2029-03-07|20|4|4|0|4|4|4|2225 Lawson Lane||Santa Clara|CA|Contreras / Valagohar|Sergio / Mandana|Sr Global Mobility Manager/Sr Global Mobility Specialist||2225 Lawson Lane||Santa Clara|CA|No|No|$204,181.00 |14085018550||18587200477||scym@servicenow.com|No
I-200-25338-458091|Certified|Fidelity Investments Institutional Operations Company d/b/a Fidelity Investments|Implementation Project Manager|15-1299.09|Y|2026-06-01|2028-05-31|1|1|0|0|0|0|0|245 Summer Street||Boston|MA|Tederick|Adelina|Manager, U.S. Immigration Services||1-2 Destiny Way||Westlake|TX|No|No|$92,581.00 |18008355099||18008355099||hrimmigrat@fmr.com|No
I-203-25342-464622|Certified|Coolabah Capital Investments (USA) Inc|Data scientist|15-1221.00|Y|2026-04-01|2028-03-30|1|1|0|0|0|0|0|1395 BRICKELL AVENUE, SUITE 740||MIAMI|FL|Hite|Christopher|Chief Compliance Officer||1395 BRICKELL AVENUE, SUITE 740||MIAMI|FL|N/A|N/A|$5,080.39 |19546848509||19546848509||chris.hite@coolabahcapital.com|N/A
I-200-25346-479728|Certified|Carnegie Mellon University|Postdoctoral Research Associate|15-1251.00|Y|2026-05-03|2027-07-06|1|1|0|0|0|0|0|5000 Forbes Avenue|OIE, Cyert Hall, Suite 101|Pittsburgh|PA|Gentile|Linda|Executive Director, Office of International Education||9804 Merwood Ln||Silver Spring|MD|No|No|$65,998.00 |14122685231||14122685231||lgentile@andrew.cmu.edu|No
(311 rows)
