-[ RECORD 1 ]------------------+-----------------------------------------------------------------------------
case_number                    | I-200-25352-492958
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | 
lawfirm_name_business_name     | Ogletree Deakins Nash Smoak & Stewart PC
employer_address1              | 10 S. Dearborn St.
employer_address2              | 
employer_city                  | Chicago
employer_state                 | IL
employer_postal_code           | 60603
begin_date                     | 2026-05-21
end_date                       | 2029-05-20
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | JPMorgan Chase & Co.
soc_code                       | 15-2051.00
h_1b_dependent                 | No
-[ RECORD 29 ]-----------------+-----------------------------------------------------------------------------
case_number                    | I-200-25343-467663
job_title                      | Vice President, Data Scientist Lead
employer_name                  | JPMorgan Chase & Co.
secondary_entity_business_name | 
employer_phone                 | 13127322655
employer_poc_first_name        | Rocio/Sofia
employer_poc_last_name         | Pera/Cristeff
employer_poc_email             | N/A
employer_poc_phone             | 13127322655
employer_poc_phone_ext         | 
worksite_address1              | 201 N Walnut St
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | 
lawfirm_name_business_name     | Ogletree Deakins Nash Smoak & Stewart PC
employer_address1              | 10 S. Dearborn St.
employer_address2              | 
employer_city                  | Chicago
employer_state                 | IL
employer_postal_code           | 60603
begin_date                     | 2026-05-21
end_date                       | 2029-05-20
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | JPMorgan Chase & Co.
soc_code                       | 15-2051.00
h_1b_dependent                 | No
-[ RECORD 30 ]-----------------+-----------------------------------------------------------------------------
case_number                    | I-200-25322-416755
job_title                      | Associate, Software Engineer III
employer_name                  | JPMorgan Chase & Co.
secondary_entity_business_name | 
employer_phone                 | 13127322655
employer_poc_first_name        | Rocio/Sofia
employer_poc_last_name         | Pera/Cristeff
employer_poc_email             | N/A
employer_poc_phone             | 13127322655
employer_poc_phone_ext         | 
worksite_address1              | 880 Powder Mill Rd
worksite_address2              | 
worksite_city                  | Wilmington
worksite_county                | 
lawfirm_name_business_name     | Ogletree Deakins Nash Smoak & Stewart PC
employer_address1              | 10 S. Dearborn St.
employer_address2              | 
employer_city                  | Chicago
employer_state                 | IL
employer_postal_code           | 60603
begin_date                     | 2026-05-19
end_date                       | 2029-05-18
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | JPMorgan Chase & Co.
soc_code                       | 15-1252.00
h_1b_dependent                 | No
-[ RECORD 31 ]-----------------+-----------------------------------------------------------------------------
case_number                    | I-200-25324-424434
job_title                      | Vice President, Lead Software Engineer
employer_name                  | JPMorgan Chase & Co.
secondary_entity_business_name | 
employer_phone                 | 13127322655
employer_poc_first_name        | Rocio/Sofia
employer_poc_last_name         | Pera/Cristeff
employer_poc_email             | N/A
employer_poc_phone             | 13127322655
